LOCATION,ENTRY,NAME,REPS
A,188,CLS21-0142;011,1
B,1,temoin_1,2
B,2,temoin_2,2
B,3,temoin_3,2
B,4,temoin_4,2
B,5,temoin_5,2
B,6,temoin_6,2
B,7,temoin_7,2
B,8,temoin_8,2
B,9,temoin_9,2
B,10,temoin_10,2
B,519,CLS21-0755;005,2
B,496,CLS21-0685;017,2
B,541,CLS21-0755;027,2
B,314,CLS21-0178;016,2
B,281,CLS21-0172;020,2
B,63,CLS21-0111;008,2
B,159,CLS21-0118;025,2
B,106,CLS21-0114;016,2
B,164,CLS21-0118;030,2
B,118,CLS21-0114;028,2
B,530,CLS21-0755;016,2
B,452,CLS21-0622;007,2
B,676,CLS21-0911;017,2
B,633,CLS21-0906;024,2
B,416,CLS21-0512;001,2
B,130,CLS21-0114;040,2
B,617,CLS21-0906;008,2
B,447,CLS21-0622;002,2
B,119,CLS21-0114;029,2
B,528,CLS21-0755;014,2
B,311,CLS21-0178;013,2
B,43,CLS21-0050;033,2
B,114,CLS21-0114;024,2
B,654,CLS21-0906;045,2
B,146,CLS21-0118;012,2
B,88,CLS21-0111;033,2
B,215,CLS21-0142;038,2
B,558,CLS21-0758;014,2
B,525,CLS21-0755;011,2
B,93,CLS21-0114;003,2
B,413,CLS21-0199;036,2
B,618,CLS21-0906;009,2
B,304,CLS21-0178;006,2
B,195,CLS21-0142;018,2
B,338,CLS21-0179;001,2
B,192,CLS21-0142;015,2
B,504,CLS21-0685;025,2
B,153,CLS21-0118;019,2
B,196,CLS21-0142;019,2
B,364,CLS21-0179;027,2
B,686,CLS21-0911;027,2
B,131,CLS21-0114;041,2
B,603,CLS21-0805;032,2
B,574,CLS21-0805;003,2
B,243,CLS21-0169;024,2
B,586,CLS21-0805;015,2
B,575,CLS21-0805;004,2
B,249,CLS21-0169;030,2
B,70,CLS21-0111;015,2
B,182,CLS21-0142;005,2
B,384,CLS21-0199;007,2
B,178,CLS21-0142;001,2
B,531,CLS21-0755;017,2
B,321,CLS21-0178;023,2
B,14,CLS21-0050;004,2
B,20,CLS21-0050;010,2
B,642,CLS21-0906;033,2
B,460,CLS21-0622;015,2
B,454,CLS21-0622;009,2
B,16,CLS21-0050;006,2
B,308,CLS21-0178;010,2
B,624,CLS21-0906;015,2
B,620,CLS21-0906;011,2
B,443,CLS21-0512;028,2
B,472,CLS21-0622;027,2
B,612,CLS21-0906;003,2
B,683,CLS21-0911;024,2
B,65,CLS21-0111;010,2
B,572,CLS21-0805;001,2
B,81,CLS21-0111;026,2
B,247,CLS21-0169;028,2
B,527,CLS21-0755;013,2
B,122,CLS21-0114;032,2
B,381,CLS21-0199;004,2
B,552,CLS21-0758;008,2
B,272,CLS21-0172;011,2
B,135,CLS21-0118;001,2
B,582,CLS21-0805;011,2
B,513,CLS21-0685;034,2
B,80,CLS21-0111;025,2
B,313,CLS21-0178;015,2
B,648,CLS21-0906;039,2
B,354,CLS21-0179;017,2
B,415,CLS21-0199;038,2
B,334,CLS21-0178;036,2
B,89,CLS21-0111;034,2
B,230,CLS21-0169;011,2
B,470,CLS21-0622;025,2
B,76,CLS21-0111;021,2
B,465,CLS21-0622;020,2
B,453,CLS21-0622;008,2
B,628,CLS21-0906;019,2
B,121,CLS21-0114;031,2
B,98,CLS21-0114;008,2
B,274,CLS21-0172;013,2
B,386,CLS21-0199;009,2
B,127,CLS21-0114;037,2
B,532,CLS21-0755;018,2
B,576,CLS21-0805;005,2
B,360,CLS21-0179;023,2
B,115,CLS21-0114;025,2
B,161,CLS21-0118;027,2
B,194,CLS21-0142;017,2
B,87,CLS21-0111;032,2
B,209,CLS21-0142;032,2
B,156,CLS21-0118;022,2
B,458,CLS21-0622;013,2
B,273,CLS21-0172;012,2
B,263,CLS21-0172;002,2
B,446,CLS21-0622;001,2
B,495,CLS21-0685;016,2
B,457,CLS21-0622;012,2
B,411,CLS21-0199;034,2
B,331,CLS21-0178;033,2
B,396,CLS21-0199;019,2
B,206,CLS21-0142;029,2
B,522,CLS21-0755;008,2
B,370,CLS21-0179;033,2
B,47,CLS21-0050;037,2
B,171,CLS21-0118;037,2
B,79,CLS21-0111;024,2
B,635,CLS21-0906;026,2
B,90,CLS21-0111;035,2
B,92,CLS21-0114;002,2
B,36,CLS21-0050;026,2
B,502,CLS21-0685;023,2
B,448,CLS21-0622;003,2
B,149,CLS21-0118;015,2
B,55,CLS21-0050;045,2
B,126,CLS21-0114;036,2
B,518,CLS21-0755;004,2
B,221,CLS21-0169;002,2
B,442,CLS21-0512;027,2
B,410,CLS21-0199;033,2
B,366,CLS21-0179;029,2
B,450,CLS21-0622;005,2
B,651,CLS21-0906;042,2
B,111,CLS21-0114;021,2
B,203,CLS21-0142;026,2
B,154,CLS21-0118;020,2
B,307,CLS21-0178;009,2
B,290,CLS21-0172;029,2
B,640,CLS21-0906;031,2
B,524,CLS21-0755;010,2
B,160,CLS21-0118;026,2
B,374,CLS21-0179;037,2
B,619,CLS21-0906;010,2
B,500,CLS21-0685;021,2
B,391,CLS21-0199;014,2
B,326,CLS21-0178;028,2
B,377,CLS21-0179;040,2
B,151,CLS21-0118;017,2
B,639,CLS21-0906;030,2
B,449,CLS21-0622;004,2
B,289,CLS21-0172;028,2
B,432,CLS21-0512;017,2
B,438,CLS21-0512;023,2
B,322,CLS21-0178;024,2
B,318,CLS21-0178;020,2
B,158,CLS21-0118;024,2
B,73,CLS21-0111;018,2
B,385,CLS21-0199;008,2
B,262,CLS21-0172;001,2
B,668,CLS21-0911;009,2
B,71,CLS21-0111;016,2
B,632,CLS21-0906;023,2
B,328,CLS21-0178;030,2
B,551,CLS21-0758;007,2
B,426,CLS21-0512;011,2
B,489,CLS21-0685;010,2
B,222,CLS21-0169;003,1
B,340,CLS21-0179;003,1
B,327,CLS21-0178;029,1
B,109,CLS21-0114;019,1
B,512,CLS21-0685;033,1
B,425,CLS21-0512;010,1
B,265,CLS21-0172;004,1
B,421,CLS21-0512;006,1
B,365,CLS21-0179;028,1
B,469,CLS21-0622;024,1
B,205,CLS21-0142;028,1
B,493,CLS21-0685;014,1
B,690,CLS21-0911;031,1
B,486,CLS21-0685;007,1
B,228,CLS21-0169;009,1
B,477,CLS21-0622;032,1
B,656,CLS21-0906;047,1
B,143,CLS21-0118;009,1
B,573,CLS21-0805;002,1
B,25,CLS21-0050;015,1
B,287,CLS21-0172;026,1
B,485,CLS21-0685;006,1
B,38,CLS21-0050;028,1
B,506,CLS21-0685;027,1
B,616,CLS21-0906;007,1
B,268,CLS21-0172;007,1
B,276,CLS21-0172;015,1
B,405,CLS21-0199;028,1
B,534,CLS21-0755;020,1
B,363,CLS21-0179;026,1
B,53,CLS21-0050;043,1
B,211,CLS21-0142;034,1
B,329,CLS21-0178;031,1
B,625,CLS21-0906;016,1
B,64,CLS21-0111;009,1
B,100,CLS21-0114;010,1
B,218,CLS21-0142;041,1
B,344,CLS21-0179;007,1
B,376,CLS21-0179;039,1
B,597,CLS21-0805;026,1
B,476,CLS21-0622;031,1
B,35,CLS21-0050;025,1
B,463,CLS21-0622;018,1
B,592,CLS21-0805;021,1
B,128,CLS21-0114;038,1
B,232,CLS21-0169;013,1
B,343,CLS21-0179;006,1
B,94,CLS21-0114;004,1
B,74,CLS21-0111;019,1
B,680,CLS21-0911;021,1
B,125,CLS21-0114;035,1
B,638,CLS21-0906;029,1
B,168,CLS21-0118;034,1
B,286,CLS21-0172;025,1
B,78,CLS21-0111;023,1
B,361,CLS21-0179;024,1
B,246,CLS21-0169;027,1
B,155,CLS21-0118;021,1
B,535,CLS21-0755;021,1
B,565,CLS21-0758;021,1
B,604,CLS21-0805;033,1
B,606,CLS21-0805;035,1
B,58,CLS21-0111;003,1
B,113,CLS21-0114;023,1
B,103,CLS21-0114;013,1
B,440,CLS21-0512;025,1
B,637,CLS21-0906;028,1
B,198,CLS21-0142;021,1
B,193,CLS21-0142;016,1
B,445,CLS21-0512;030,1
B,181,CLS21-0142;004,1
B,99,CLS21-0114;009,1
B,167,CLS21-0118;033,1
B,400,CLS21-0199;023,1
B,305,CLS21-0178;007,1
B,124,CLS21-0114;034,1
B,499,CLS21-0685;020,1
B,474,CLS21-0622;029,1
B,509,CLS21-0685;030,1
B,664,CLS21-0911;005,1
B,383,CLS21-0199;006,1
B,69,CLS21-0111;014,1
B,174,CLS21-0118;040,1
B,345,CLS21-0179;008,1
B,433,CLS21-0512;018,1
B,684,CLS21-0911;025,1
B,673,CLS21-0911;014,1
B,372,CLS21-0179;035,1
B,399,CLS21-0199;022,1
B,602,CLS21-0805;031,1
B,587,CLS21-0805;016,1
B,688,CLS21-0911;029,1
B,142,CLS21-0118;008,1
B,536,CLS21-0755;022,1
B,583,CLS21-0805;012,1
B,562,CLS21-0758;018,1
B,634,CLS21-0906;025,1
B,403,CLS21-0199;026,1
B,663,CLS21-0911;004,1
B,503,CLS21-0685;024,1
B,584,CLS21-0805;013,1
B,280,CLS21-0172;019,1
B,325,CLS21-0178;027,1
B,412,CLS21-0199;035,1
B,179,CLS21-0142;002,1
B,439,CLS21-0512;024,1
B,435,CLS21-0512;020,1
B,605,CLS21-0805;034,1
B,462,CLS21-0622;017,1
B,202,CLS21-0142;025,1
B,627,CLS21-0906;018,1
B,333,CLS21-0178;035,1
B,595,CLS21-0805;024,1
B,510,CLS21-0685;031,1
B,29,CLS21-0050;019,1
B,478,CLS21-0622;033,1
B,236,CLS21-0169;017,1
B,207,CLS21-0142;030,1
B,213,CLS21-0142;036,1
B,685,CLS21-0911;026,1
B,514,CLS21-0685;035,1
B,451,CLS21-0622;006,1
B,237,CLS21-0169;018,1
B,297,CLS21-0172;036,1
B,117,CLS21-0114;027,1
B,539,CLS21-0755;025,1
B,180,CLS21-0142;003,1
B,621,CLS21-0906;012,1
B,138,CLS21-0118;004,1
B,291,CLS21-0172;030,1
B,129,CLS21-0114;039,1
B,223,CLS21-0169;004,1
B,46,CLS21-0050;036,1
B,11,CLS21-0050;001,1
B,681,CLS21-0911;022,1
B,483,CLS21-0685;004,1
B,133,CLS21-0114;043,1
B,191,CLS21-0142;014,1
B,337,CLS21-0178;039,1
B,679,CLS21-0911;020,1
B,186,CLS21-0142;009,1
B,86,CLS21-0111;031,1
B,75,CLS21-0111;020,1
B,13,CLS21-0050;003,1
B,636,CLS21-0906;027,1
B,456,CLS21-0622;011,1
B,550,CLS21-0758;006,1
B,511,CLS21-0685;032,1
B,140,CLS21-0118;006,1
B,491,CLS21-0685;012,1
B,33,CLS21-0050;023,1
B,61,CLS21-0111;006,1
B,44,CLS21-0050;034,1
B,401,CLS21-0199;024,1
B,277,CLS21-0172;016,1
B,306,CLS21-0178;008,1
B,224,CLS21-0169;005,1
B,533,CLS21-0755;019,1
B,610,CLS21-0906;001,1
B,388,CLS21-0199;011,1
B,59,CLS21-0111;004,1
B,369,CLS21-0179;032,1
B,643,CLS21-0906;034,1
B,54,CLS21-0050;044,1
B,428,CLS21-0512;013,1
B,31,CLS21-0050;021,1
B,545,CLS21-0758;001,1
B,34,CLS21-0050;024,1
B,487,CLS21-0685;008,1
B,559,CLS21-0758;015,1
B,414,CLS21-0199;037,1
B,467,CLS21-0622;022,1
B,120,CLS21-0114;030,1
B,423,CLS21-0512;008,1
B,278,CLS21-0172;017,1
B,427,CLS21-0512;012,1
B,589,CLS21-0805;018,1
B,259,CLS21-0169;040,1
B,339,CLS21-0179;002,1
B,45,CLS21-0050;035,1
B,542,CLS21-0755;028,1
B,406,CLS21-0199;029,1
B,682,CLS21-0911;023,1
B,252,CLS21-0169;033,1
B,658,CLS21-0906;049,1
B,190,CLS21-0142;013,1
B,516,CLS21-0755;002,1
B,660,CLS21-0911;001,1
B,523,CLS21-0755;009,1
B,225,CLS21-0169;006,1
B,17,CLS21-0050;007,1
B,689,CLS21-0911;030,1
B,336,CLS21-0178;038,1
B,233,CLS21-0169;014,1
B,242,CLS21-0169;023,1
B,18,CLS21-0050;008,1
B,24,CLS21-0050;014,1
B,238,CLS21-0169;019,1
B,298,CLS21-0172;037,1
B,661,CLS21-0911;002,1
B,42,CLS21-0050;032,1
B,302,CLS21-0178;004,1
B,666,CLS21-0911;007,1
B,395,CLS21-0199;018,1
B,466,CLS21-0622;021,1
B,316,CLS21-0178;018,1
B,422,CLS21-0512;007,1
B,563,CLS21-0758;019,1
B,687,CLS21-0911;028,1
B,137,CLS21-0118;003,1
B,152,CLS21-0118;018,1
B,598,CLS21-0805;027,1
B,497,CLS21-0685;018,1
B,622,CLS21-0906;013,1
B,82,CLS21-0111;027,1
B,341,CLS21-0179;004,1
B,145,CLS21-0118;011,1
B,200,CLS21-0142;023,1
B,398,CLS21-0199;021,1
B,520,CLS21-0755;006,1
B,19,CLS21-0050;009,1
B,347,CLS21-0179;010,1
B,494,CLS21-0685;015,1
B,356,CLS21-0179;019,1
B,189,CLS21-0142;012,1
B,373,CLS21-0179;036,1
B,37,CLS21-0050;027,1
B,481,CLS21-0685;002,1
B,41,CLS21-0050;031,1
B,285,CLS21-0172;024,1
B,220,CLS21-0169;001,1
B,521,CLS21-0755;007,1
B,39,CLS21-0050;029,1
B,23,CLS21-0050;013,1
B,350,CLS21-0179;013,1
B,84,CLS21-0111;029,1
B,148,CLS21-0118;014,1
B,231,CLS21-0169;012,1
B,671,CLS21-0911;012,1
B,501,CLS21-0685;022,1
B,429,CLS21-0512;014,1
B,240,CLS21-0169;021,1
B,650,CLS21-0906;041,1
B,515,CLS21-0755;001,1
B,382,CLS21-0199;005,1
B,169,CLS21-0118;035,1
B,387,CLS21-0199;010,1
B,431,CLS21-0512;016,1
B,570,CLS21-0758;026,1
B,352,CLS21-0179;015,1
B,269,CLS21-0172;008,1
B,173,CLS21-0118;039,1
B,56,CLS21-0111;001,1
B,91,CLS21-0114;001,1
B,630,CLS21-0906;021,1
B,294,CLS21-0172;033,1
B,270,CLS21-0172;009,1
B,537,CLS21-0755;023,1
B,282,CLS21-0172;021,1
B,257,CLS21-0169;038,1
B,546,CLS21-0758;002,1
B,359,CLS21-0179;022,1
B,647,CLS21-0906;038,1
B,57,CLS21-0111;002,1
B,30,CLS21-0050;020,1
B,646,CLS21-0906;037,1
B,591,CLS21-0805;020,1
B,107,CLS21-0114;017,1
B,197,CLS21-0142;020,1
B,324,CLS21-0178;026,1
B,210,CLS21-0142;033,1
B,579,CLS21-0805;008,1
B,108,CLS21-0114;018,1
B,176,CLS21-0118;042,1
B,357,CLS21-0179;020,1
B,672,CLS21-0911;013,1
B,475,CLS21-0622;030,1
B,139,CLS21-0118;005,1
B,492,CLS21-0685;013,1
B,199,CLS21-0142;022,1
B,461,CLS21-0622;016,1
B,271,CLS21-0172;010,1
B,67,CLS21-0111;012,1
B,577,CLS21-0805;006,1
B,657,CLS21-0906;048,1
B,393,CLS21-0199;016,1
B,342,CLS21-0179;005,1
B,226,CLS21-0169;007,1
B,437,CLS21-0512;022,1
B,85,CLS21-0111;030,1
B,227,CLS21-0169;008,1
B,12,CLS21-0050;002,1
B,418,CLS21-0512;003,1
B,641,CLS21-0906;032,1
B,544,CLS21-0755;030,1
B,571,CLS21-0758;027,1
B,367,CLS21-0179;030,1
B,110,CLS21-0114;020,1
B,62,CLS21-0111;007,1
B,675,CLS21-0911;016,1
B,293,CLS21-0172;032,1
B,566,CLS21-0758;022,1
B,420,CLS21-0512;005,1
B,40,CLS21-0050;030,1
B,508,CLS21-0685;029,1
B,578,CLS21-0805;007,1
B,670,CLS21-0911;011,1
B,351,CLS21-0179;014,1
B,163,CLS21-0118;029,1
B,264,CLS21-0172;003,1
B,608,CLS21-0805;037,1
B,430,CLS21-0512;015,1
B,123,CLS21-0114;033,1
B,498,CLS21-0685;019,1
B,309,CLS21-0178;011,1
B,267,CLS21-0172;006,1
B,371,CLS21-0179;034,1
B,204,CLS21-0142;027,1
B,649,CLS21-0906;040,1
B,380,CLS21-0199;003,1
B,172,CLS21-0118;038,1
B,555,CLS21-0758;011,1
B,596,CLS21-0805;025,1
B,239,CLS21-0169;020,1
B,50,CLS21-0050;040,1
B,312,CLS21-0178;014,1
B,162,CLS21-0118;028,1
B,349,CLS21-0179;012,1
B,105,CLS21-0114;015,1
B,32,CLS21-0050;022,1
B,134,CLS21-0114;044,1
B,554,CLS21-0758;010,1
B,444,CLS21-0512;029,1
B,609,CLS21-0805;038,1
B,72,CLS21-0111;017,1
B,296,CLS21-0172;035,1
B,667,CLS21-0911;008,1
B,557,CLS21-0758;013,1
B,284,CLS21-0172;023,1
B,471,CLS21-0622;026,1
B,256,CLS21-0169;037,1
B,590,CLS21-0805;019,1
B,543,CLS21-0755;029,1
B,184,CLS21-0142;007,1
B,629,CLS21-0906;020,1
B,434,CLS21-0512;019,1
B,404,CLS21-0199;027,1
B,283,CLS21-0172;022,1
B,147,CLS21-0118;013,1
B,556,CLS21-0758;012,1
B,22,CLS21-0050;012,1
B,659,CLS21-0906;050,1
B,529,CLS21-0755;015,1
B,468,CLS21-0622;023,1
B,607,CLS21-0805;036,1
B,653,CLS21-0906;044,1
B,588,CLS21-0805;017,1
B,402,CLS21-0199;025,1
B,424,CLS21-0512;009,1
B,27,CLS21-0050;017,1
B,175,CLS21-0118;041,1
B,144,CLS21-0118;010,1
B,526,CLS21-0755;012,1
B,348,CLS21-0179;011,1
B,266,CLS21-0172;005,1
B,214,CLS21-0142;037,1
B,484,CLS21-0685;005,1
B,219,CLS21-0142;042,1
B,254,CLS21-0169;035,1
B,669,CLS21-0911;010,1
B,212,CLS21-0142;035,1
B,507,CLS21-0685;028,1
B,568,CLS21-0758;024,1
B,201,CLS21-0142;024,1
B,488,CLS21-0685;009,1
B,234,CLS21-0169;015,1
B,392,CLS21-0199;015,1
B,567,CLS21-0758;023,1
B,464,CLS21-0622;019,1
B,473,CLS21-0622;028,1
B,248,CLS21-0169;029,1
B,394,CLS21-0199;017,1
B,52,CLS21-0050;042,1
B,166,CLS21-0118;032,1
B,358,CLS21-0179;021,1
B,538,CLS21-0755;024,1
B,611,CLS21-0906;002,1
B,310,CLS21-0178;012,1
B,244,CLS21-0169;025,1
B,665,CLS21-0911;006,1
B,419,CLS21-0512;004,1
B,553,CLS21-0758;009,1
B,560,CLS21-0758;016,1
B,241,CLS21-0169;022,1
B,299,CLS21-0178;001,1
B,332,CLS21-0178;034,1
B,645,CLS21-0906;036,1
B,626,CLS21-0906;017,1
B,26,CLS21-0050;016,1
B,112,CLS21-0114;022,1
B,561,CLS21-0758;017,1
B,51,CLS21-0050;041,1
B,28,CLS21-0050;018,1
B,83,CLS21-0111;028,1
B,288,CLS21-0172;027,1
B,49,CLS21-0050;039,1
B,141,CLS21-0118;007,1
B,77,CLS21-0111;022,1
B,548,CLS21-0758;004,1
B,217,CLS21-0142;040,1
B,631,CLS21-0906;022,1
B,185,CLS21-0142;008,1
B,301,CLS21-0178;003,1
B,48,CLS21-0050;038,1
B,613,CLS21-0906;004,1
B,564,CLS21-0758;020,1
B,258,CLS21-0169;039,1
B,187,CLS21-0142;010,1
B,480,CLS21-0685;001,1
B,482,CLS21-0685;003,1
B,549,CLS21-0758;005,1
B,102,CLS21-0114;012,1
B,375,CLS21-0179;038,1
B,136,CLS21-0118;002,1
B,245,CLS21-0169;026,1
B,170,CLS21-0118;036,1
B,517,CLS21-0755;003,1
B,652,CLS21-0906;043,1
B,436,CLS21-0512;021,1
B,540,CLS21-0755;026,1
B,397,CLS21-0199;020,1
B,594,CLS21-0805;023,1
B,279,CLS21-0172;018,1
B,599,CLS21-0805;028,1
B,353,CLS21-0179;016,1
B,300,CLS21-0178;002,1
B,95,CLS21-0114;005,1
B,330,CLS21-0178;032,1
B,303,CLS21-0178;005,1
B,389,CLS21-0199;012,1
B,177,CLS21-0118;043,1
B,346,CLS21-0179;009,1
B,21,CLS21-0050;011,1
B,66,CLS21-0111;011,1
B,409,CLS21-0199;032,1
B,315,CLS21-0178;017,1
B,378,CLS21-0199;001,1
B,183,CLS21-0142;006,1
B,295,CLS21-0172;034,1
B,355,CLS21-0179;018,1
B,614,CLS21-0906;005,1
B,116,CLS21-0114;026,1
B,255,CLS21-0169;036,1
B,362,CLS21-0179;025,1
B,104,CLS21-0114;014,1
B,260,CLS21-0169;041,1
B,677,CLS21-0911;018,1
B,417,CLS21-0512;002,1
B,368,CLS21-0179;031,1
B,674,CLS21-0911;015,1
B,157,CLS21-0118;023,1
B,150,CLS21-0118;016,1
B,323,CLS21-0178;025,1
B,662,CLS21-0911;003,1
B,320,CLS21-0178;022,1
B,408,CLS21-0199;031,1
B,623,CLS21-0906;014,1
B,390,CLS21-0199;013,1
B,479,CLS21-0622;034,1
B,261,CLS21-0169;042,1
B,216,CLS21-0142;039,1
B,459,CLS21-0622;014,1
B,208,CLS21-0142;031,1
B,601,CLS21-0805;030,1
B,505,CLS21-0685;026,1
B,569,CLS21-0758;025,1
B,165,CLS21-0118;031,1
B,655,CLS21-0906;046,1
B,132,CLS21-0114;042,1
B,585,CLS21-0805;014,1
B,275,CLS21-0172;014,1
B,644,CLS21-0906;035,1
B,547,CLS21-0758;003,1
B,441,CLS21-0512;026,1
B,68,CLS21-0111;013,1
B,490,CLS21-0685;011,1
B,678,CLS21-0911;019,1
B,600,CLS21-0805;029,1
B,455,CLS21-0622;010,1
B,407,CLS21-0199;030,1
B,60,CLS21-0111;005,1
B,250,CLS21-0169;031,1
B,379,CLS21-0199;002,1
B,101,CLS21-0114;011,1
B,580,CLS21-0805;009,1
B,96,CLS21-0114;006,1
B,615,CLS21-0906;006,1
B,235,CLS21-0169;016,1
B,691,CLS21-0911;032,1
B,593,CLS21-0805;022,1
B,229,CLS21-0169;010,1
B,292,CLS21-0172;031,1
B,335,CLS21-0178;037,1
B,15,CLS21-0050;005,1
B,251,CLS21-0169;032,1
B,319,CLS21-0178;021,1
B,317,CLS21-0178;019,1
B,253,CLS21-0169;034,1
B,97,CLS21-0114;007,1
B,581,CLS21-0805;010,1
